age,attrition,business_travel,daily_rate,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,salary,remote_work
35,Yes,Unknown,599.7539682539682,27,3,Unknown,459,3,M,3,2, sales executive ,4,Unknown,4844.17,12594.83,1,Unknown,18,3.0,4,Unknown,0,Unknown,2,3.0,10,7,7,58130.04,N
35,No,non_travel,556.2566609977324,2,2,medical,460,2,M,3,2, manufacturing director ,4,divorced,4492.84,11681.39,2,no,14,3.0,3,Unknown,1,15.0,6,3.0,7,1,7,53914.11,N
30,No,Unknown,997.3888888888888,10,3,medical,461,1,F,3,3, manufacturing director ,3,single,8055.83,20945.17,9,no,14,3.0,2,Part Time,0,9.0,3,3.0,7,0,2,96670.0,N
46,Yes,travel_rarely,556.2566609977324,19,2,medical,462,4,F,3,2, healthcare representative ,2,married,4492.84,11681.39,4,no,22,4.0,4,Unknown,1,13.0,2,4.0,9,3,7,53914.08,N
45,No,non_travel,531.7619047619048,2,4,Unknown,463,3,F,3,2, sales executive ,3,married,4295.0,11167.0,4,Unknown,22,4.0,2,Part Time,2,10.0,3,4.0,8,5,7,51540.0,N
43,No,travel_frequently,585.515873015873,2,4,life sciences,464,1,M,3,2, sales executive ,4,married,4729.17,12295.83,1,Unknown,20,4.0,3,Full Time,1,7.0,5,3.0,7,7,7,56750.0,N
46,Yes,Unknown,754.6190476190477,10,3,life sciences,465,3,F,3,3, sales executive ,2,Unknown,6095.0,15847.0,5,Unknown,21,4.0,3,Part Time,3,14.0,2,3.0,8,0,7,73140.0,Y
40,No,travel_rarely,1582.7713464696226,1,4,Unknown,466,1,M,3,4, manager ,1,Unknown,12783.92,33238.2,2,Unknown,11,3.0,1,Unknown,1,22.0,3,Unknown,19,11,16,153407.04,Y
27,No,travel_rarely,556.2566609977324,2,2,Unknown,467,1,F,4,2, sales executive ,3,single,4492.84,11681.39,0,no,14,3.0,2,Part Time,0,9.0,5,2.0,8,0,7,53914.11,N
42,No,Unknown,1032.4872861766066,6,3,medical,468,3,M,3,3, research director ,1,married,8339.32,21682.23,9,no,13,3.0,2,Unknown,1,18.0,3,4.0,13,5,7,100071.84,Y
26,No,travel_frequently,290.03550973654063,6,3,other,469,3,M,4,1, laboratory technician ,4,married,2342.59,6090.75,0,no,18,3.0,1,Part Time,1,8.0,3,3.0,7,7,7,28111.13,Y
28,No,travel_frequently,556.2566609977324,1,2,life sciences,470,3,M,2,2, sales executive ,4,married,4492.84,11681.39,1,Unknown,12,3.0,3,Part Time,1,7.0,2,3.0,7,0,7,53914.11,Y
47,No,Unknown,556.2566609977324,14,4,Unknown,471,3,M,3,2, research scientist ,2,married,4492.84,11681.39,8,Unknown,18,3.0,3,Part Time,1,Unknown,4,4.0,8,1,7,53914.11,N
34,No,travel_rarely,1032.4872861766066,13,4,medical,472,4,M,3,3, sales executive ,3,divorced,8339.32,21682.23,1,no,18,3.0,3,Part Time,1,9.0,2,2.0,8,1,1,100071.84,Y
26,No,Unknown,290.03550973654063,1,3,medical,473,3,M,3,1, laboratory technician ,1,single,2342.59,6090.75,0,no,13,3.0,4,Part Time,0,8.0,6,Unknown,7,7,6,28111.13,Y
27,No,travel_rarely,556.2566609977324,9,3,Unknown,474,4,M,3,2, sales executive ,4,Unknown,4492.84,11681.39,1,Unknown,14,3.0,1,Part Time,0,Unknown,5,Unknown,7,0,7,53914.11,N
31,Yes,travel_frequently,556.2566609977324,26,4,marketing,475,1,M,3,2, sales executive ,4,Unknown,4492.84,11681.39,1,yes,11,3.0,3,Part Time,0,10.0,4,3.0,10,0,8,53914.11,Y
33,No,travel_frequently,556.2566609977324,7,2,life sciences,476,4,M,3,2, healthcare representative ,3,divorced,4492.84,11681.39,1,Unknown,20,3.0,3,Unknown,3,9.0,2,3.0,9,2,8,53914.08,Y
31,No,Unknown,1032.4872861766066,10,3,Unknown,477,3,F,3,3, research director ,3,married,8339.32,21682.23,4,no,20,4.0,3,Part Time,1,13.0,2,4.0,11,4,8,100071.84,Y
35,No,Unknown,525.984126984127,9,4,medical,478,2,M,3,2, research scientist ,3,Unknown,4248.33,11045.67,1,no,19,3.0,2,Part Time,0,10.0,5,3.0,10,0,8,50980.0,Y
33,No,travel_rarely,556.2566609977324,15,2,Unknown,479,2,F,3,2, healthcare representative ,4,married,4492.84,11681.39,0,yes,13,3.0,1,Part Time,1,Unknown,6,3.0,9,8,1,53914.11,Y
39,No,travel_rarely,556.2566609977324,24,1,life sciences,480,1,M,3,2, research scientist ,4,single,4492.84,11681.39,7,no,13,3.0,1,Unknown,0,Unknown,2,3.0,7,1,7,53914.08,N
36,No,travel_rarely,1032.4872861766066,46,3,Unknown,481,46,F,2,3, sales executive ,4,married,8339.32,21682.23,0,no,19,3.0,3,Part Time,2,10.0,2,3.0,9,3,4,100071.84,Y
41,No,travel_rarely,1400.079365079365,28,4,life sciences,482,1,F,2,4, manufacturing director ,2,married,11308.33,29401.67,0,no,23,3.0,3,Full Time,1,21.0,3,3.0,20,0,10,135700.0,Y
34,No,Unknown,692.5079365079365,28,3,marketing,483,4,F,2,2, sales executive ,3,married,5593.33,14542.67,1,no,21,4.0,4,Full Time,2,8.0,2,3.0,8,1,7,67120.0,N
38,No,travel_rarely,556.2566609977324,10,2,Unknown,484,1,F,3,2, sales executive ,4,married,4492.84,11681.39,1,no,11,3.0,3,Unknown,1,10.0,1,3.0,10,1,9,53914.08,Y
39,No,travel_rarely,1030.8174603174605,6,1,Unknown,485,4,M,2,3, healthcare representative ,1,Unknown,8325.83,21647.17,4,Unknown,15,3.0,1,Part Time,1,Unknown,5,3.0,7,1,7,99910.0,Y
34,No,travel_rarely,1032.4872861766066,7,4,Unknown,486,1,F,3,3, research director ,2,single,8339.32,21682.23,0,no,11,3.0,3,Part Time,0,Unknown,4,3.0,12,2,11,100071.84,N
44,No,travel_rarely,1057.3333333333337,7,4,medical,487,1,F,2,3, healthcare representative ,4,married,8540.0,22204.0,3,Unknown,14,3.0,4,Full Time,1,24.0,4,3.0,22,5,17,102480.0,Y
46,No,Unknown,556.2566609977324,5,4,Unknown,488,1,M,3,2, sales executive ,4,single,4492.84,11681.39,4,Unknown,21,3.0,3,Part Time,0,14.0,4,3.0,9,0,8,53914.11,Y
41,No,travel_frequently,1582.7713464696226,10,3,life sciences,489,4,M,2,4, manager ,1,divorced,12783.92,33238.2,4,Unknown,13,3.0,2,Full Time,1,Unknown,2,2.0,7,7,7,153407.07,N
39,No,Unknown,1128.5238095238096,2,4,Unknown,490,3,F,3,3, healthcare representative ,3,single,9115.0,23699.0,0,no,25,4.0,4,Unknown,0,20.0,1,3.0,19,11,8,109380.0,N
42,No,travel_rarely,267.531746031746,2,3,medical,491,4,F,2,1, laboratory technician ,1,divorced,2160.83,5618.17,0,yes,11,3.0,3,Part Time,1,10.0,4,3.0,9,7,8,25930.0,Y
33,No,travel_frequently,1225.5079365079364,5,4,Unknown,492,4,F,3,3, manager ,2,married,9898.33,25735.67,6,Unknown,11,3.0,2,Unknown,2,12.0,2,3.0,10,8,8,118779.96,Y
35,No,travel_rarely,835.1984126984128,5,4,technical degree,493,3,M,3,3, manufacturing director ,2,single,6745.83,17539.17,0,no,13,3.0,4,Part Time,0,17.0,5,3.0,16,0,13,80950.0,Y
33,Yes,travel_rarely,1032.4872861766066,15,1,medical,494,2,M,3,3, manager ,3,married,8339.32,21682.23,7,Unknown,12,3.0,4,Part Time,0,15.0,2,4.0,7,7,7,100071.84,Y
40,No,travel_rarely,1582.7713464696226,6,3,life sciences,495,2,F,3,4, manufacturing director ,3,single,12783.92,33238.2,7,no,15,3.0,3,Full Time,0,22.0,3,3.0,20,5,13,153407.07,N
41,No,travel_rarely,1973.9841269841268,10,4,human resources,496,2,M,2,5, manager ,4,divorced,15943.72,41453.67,3,no,15,3.0,2,Full Time,3,23.0,2,2.0,21,12,6,191324.62,N
27,No,Unknown,556.2566609977324,7,3,Unknown,497,4,F,2,2, healthcare representative ,1,Unknown,4492.84,11681.39,8,no,19,3.0,1,Part Time,0,Unknown,2,1.0,7,0,7,53914.11,N
52,No,travel_rarely,1739.1111111111113,3,4,marketing,498,3,M,2,4, manager ,1,Unknown,14046.67,36521.33,1,Unknown,11,3.0,1,Full Time,0,Unknown,3,4.0,34,1,16,168560.0,Y
51,No,travel_rarely,1582.7713464696226,26,4,marketing,499,1,F,3,4, manager ,3,married,12783.92,33238.2,2,no,14,3.0,3,Full Time,1,Unknown,2,2.0,20,4,17,153407.07,N
47,No,travel_rarely,468.1031746031746,2,2,marketing,500,3,F,3,2, sales executive ,4,Unknown,3780.83,9830.17,0,Unknown,22,4.0,1,Part Time,1,8.0,2,3.0,7,7,7,45370.0,Y
50,No,non_travel,1849.301587301588,2,4,Unknown,501,1,M,3,4, manager ,1,divorced,14936.67,38835.33,1,Unknown,11,3.0,4,Full Time,1,31.0,3,3.0,31,14,7,179240.0,N
35,No,travel_rarely,414.1428571428571,21,1,life sciences,502,4,F,3,2, healthcare representative ,4,married,3345.0,8697.0,1,Unknown,25,4.0,4,Part Time,1,10.0,2,1.0,10,0,7,40140.0,Y
39,No,travel_rarely,1314.6507936507935,1,1,Unknown,503,4,F,2,4, manufacturing director ,4,married,10618.33,27607.67,1,no,16,3.0,3,Full Time,1,Unknown,3,3.0,21,11,8,127420.0,Y
39,No,travel_frequently,1032.4872861766066,22,3,medical,504,4,F,3,3, manufacturing director ,1,single,8339.32,21682.23,1,Unknown,13,3.0,3,Part Time,0,Unknown,2,3.0,21,2,8,100071.84,N
41,No,Unknown,348.3174603174604,7,2,Unknown,505,2,F,4,1, research scientist ,3,Unknown,2813.33,7314.67,1,no,13,3.0,3,Full Time,0,Unknown,3,3.0,10,0,8,33760.0,N
44,Yes,Unknown,1081.4761904761906,1,2,medical,506,2,M,2,3, human resources ,1,married,8735.0,22711.0,9,no,14,3.0,4,Full Time,1,24.0,1,3.0,20,3,6,104820.0,Y
42,No,Unknown,1582.7713464696226,2,2,medical,507,4,M,3,4, manager ,1,Unknown,12783.92,33238.2,0,no,17,3.0,4,Unknown,1,23.0,3,3.0,22,13,7,153407.04,N
52,No,travel_rarely,1032.4872861766066,7,4,life sciences,508,2,M,3,3, healthcare representative ,2,single,8339.32,21682.23,7,Unknown,19,3.0,4,Part Time,0,18.0,4,Unknown,8,4,0,100071.84,Y
38,No,Unknown,290.03550973654063,1,3,Unknown,509,3,M,4,1, human resources ,3,Unknown,2342.59,6090.75,1,no,13,3.0,4,Part Time,1,7.0,2,4.0,7,5,0,28111.13,Y
46,No,Unknown,290.03550973654063,1,2,life sciences,510,4,F,3,1, human resources ,1,Unknown,2342.59,6090.75,6,Unknown,12,3.0,3,Part Time,0,10.0,3,4.0,7,5,7,28111.13,Y
35,No,Unknown,438.3888888888889,4,4,life sciences,511,3,M,3,2, research scientist ,3,single,3540.83,9206.17,1,Unknown,11,3.0,2,Part Time,0,Unknown,3,3.0,9,1,1,42490.0,N
28,No,travel_rarely,675.6904761904763,29,1,life sciences,512,3,M,1,2, manufacturing director ,2,married,5457.5,14189.5,1,Unknown,14,3.0,2,Unknown,2,8.0,2,2.0,8,1,7,65490.0,Y
44,No,Unknown,1582.7713464696226,28,3,life sciences,513,4,M,3,4, research director ,1,married,12783.92,33238.2,3,no,13,3.0,3,Unknown,1,Unknown,1,4.0,20,14,17,153407.04,Y
50,No,Unknown,1486.8492063492065,22,5,Unknown,514,3,M,1,4, research director ,4,Unknown,12009.17,31223.83,1,Unknown,13,3.0,4,Unknown,0,Unknown,2,3.0,32,13,9,144110.04,N
55,No,travel_rarely,2020.7777777777776,23,5,marketing,515,3,M,2,5, manager ,4,Unknown,16321.67,42436.33,1,no,21,4.0,3,Full Time,1,36.0,3,3.0,36,2,13,195860.0,Y
39,No,Unknown,849.8492063492063,6,3,Unknown,516,4,M,4,3, sales executive ,3,married,6864.17,17846.83,2,no,11,3.0,1,Part Time,1,11.0,3,3.0,7,7,6,82370.0,Y
49,No,Unknown,331.29365079365084,13,4,Unknown,517,13,F,3,1, laboratory technician ,1,Unknown,2675.83,6957.17,1,Unknown,14,3.0,4,Unknown,1,10.0,3,2.0,9,1,4,32109.96,Y
45,No,Unknown,1723.4285714285716,28,2,technical degree,518,4,F,2,4, research director ,2,single,13920.0,36192.0,1,Unknown,11,3.0,3,Unknown,0,21.0,2,3.0,21,8,6,167040.0,N
46,No,Unknown,1032.4872861766066,2,3,Unknown,519,3,M,3,3, sales executive ,4,Unknown,8339.32,21682.23,4,Unknown,12,3.0,2,Part Time,1,Unknown,5,2.0,10,0,3,100071.84,N
27,No,Unknown,492.5555555555556,15,3,Unknown,520,4,F,2,1, research scientist ,1,married,3978.33,10343.67,0,no,19,3.0,4,Full Time,1,Unknown,2,Unknown,7,7,3,47740.0,N
42,No,travel_rarely,1973.9841269841268,2,3,Unknown,521,1,M,3,5, manager ,3,married,15943.72,41453.67,5,Unknown,11,3.0,1,Unknown,0,24.0,2,2.0,22,4,14,191324.64,Y
49,No,Unknown,556.2566609977324,2,3,Unknown,522,4,M,2,2, sales executive ,2,married,4492.84,11681.39,2,Unknown,14,3.0,4,Part Time,0,17.0,3,2.0,9,0,8,53914.11,Y
29,No,travel_rarely,556.2566609977324,15,2,life sciences,523,4,F,2,2, laboratory technician ,3,single,4492.84,11681.39,0,yes,12,3.0,4,Part Time,0,10.0,3,3.0,9,0,8,53914.11,Y
34,No,non_travel,471.3015873015873,12,4,marketing,524,12,M,3,2, sales executive ,3,Unknown,3806.67,9897.33,0,no,20,4.0,3,Part Time,0,Unknown,2,3.0,9,8,7,45680.0,N
37,No,Unknown,618.3253968253969,1,4,Unknown,525,1,M,2,2, manufacturing director ,3,divorced,4994.17,12984.83,1,no,18,3.0,3,Unknown,1,Unknown,2,Unknown,7,0,7,59930.0,N
36,No,Unknown,670.5317460317461,11,3,Unknown,526,2,M,2,2, manufacturing director ,2,single,5415.83,14081.17,1,no,13,3.0,3,Full Time,0,6.0,3,3.0,6,0,3,64990.0,Y
45,No,Unknown,356.1587301587302,29,3,Unknown,527,3,M,3,1, research scientist ,4,single,2876.67,7479.33,5,Unknown,13,3.0,2,Full Time,0,9.0,2,2.0,6,0,3,34520.0,Y
29,No,travel_rarely,290.03550973654063,15,3,Unknown,528,3,M,3,1, research scientist ,4,Unknown,2342.59,6090.75,1,no,19,3.0,1,Part Time,0,6.0,1,3.0,6,1,5,28111.13,N
26,No,Unknown,660.0079365079365,1,3,Unknown,529,3,F,3,2, manufacturing director ,2,Unknown,5330.83,13860.17,1,no,20,4.0,1,Full Time,1,6.0,6,1.0,6,1,4,63970.0,N
28,No,Unknown,556.2566609977324,9,4,life sciences,530,2,M,3,2, sales executive ,4,single,4492.84,11681.39,1,no,16,3.0,4,Part Time,0,Unknown,1,3.0,7,0,7,53914.11,Y
42,No,travel_frequently,556.2566609977324,30,4,technical degree,531,4,F,2,2, healthcare representative ,4,married,4492.84,11681.39,0,no,11,3.0,4,Unknown,3,7.0,4,4.0,6,0,4,53914.11,Y
31,No,travel_rarely,556.2566609977324,2,1,life sciences,532,2,M,3,2, sales executive ,4,Unknown,4492.84,11681.39,4,yes,13,3.0,3,Part Time,0,10.0,2,4.0,6,0,5,53914.11,Y
37,No,travel_rarely,1032.4872861766066,47,3,Unknown,533,47,F,3,3, manufacturing director ,4,single,8339.32,21682.23,4,Unknown,17,3.0,4,Part Time,0,Unknown,3,4.0,6,1,2,100071.84,Y
37,No,non_travel,1032.4872861766066,9,4,Unknown,534,1,M,3,3, sales executive ,2,divorced,8339.32,21682.23,1,no,13,3.0,4,Part Time,1,9.0,6,3.0,9,7,7,100071.84,N
37,No,travel_rarely,556.2566609977324,1,4,life sciences,535,2,F,3,2, manufacturing director ,2,married,4492.84,11681.39,6,Unknown,12,3.0,2,Part Time,1,8.0,2,2.0,6,4,3,53914.11,N
24,No,travel_rarely,281.1507936507937,23,3,medical,536,2,M,4,1, research scientist ,4,Unknown,2270.83,5904.17,1,Unknown,11,3.0,2,Part Time,2,Unknown,3,3.0,6,1,4,27250.0,Y
50,No,Unknown,1973.9841269841268,3,3,Unknown,537,1,M,3,5, manager ,2,married,15943.72,41453.67,1,no,11,3.0,3,Unknown,1,Unknown,2,3.0,32,10,7,191324.64,N
34,No,Unknown,373.6984126984127,1,2,life sciences,538,2,M,2,1, research scientist ,4,Unknown,3018.33,7847.67,1,yes,13,3.0,4,Full Time,1,6.0,3,3.0,6,1,3,36220.0,Y
27,No,travel_frequently,556.2566609977324,3,1,medical,539,4,F,4,2, sales executive ,4,Unknown,4492.84,11681.39,1,Unknown,20,3.0,2,Unknown,2,Unknown,3,3.0,6,0,4,53914.11,N
25,No,Unknown,637.6190476190476,42,1,Unknown,540,42,F,3,2, sales executive ,4,single,5150.0,13390.0,1,no,23,4.0,2,Full Time,0,6.0,5,2.0,6,1,4,61800.0,N
34,No,Unknown,647.3174603174604,25,3,other,541,4,M,3,2, sales executive ,4,single,5228.33,13593.67,1,no,22,4.0,3,Full Time,0,6.0,5,3.0,6,1,4,62740.0,Y
34,No,Unknown,452.00793650793656,2,4,Unknown,542,3,F,2,1, research scientist ,1,Unknown,3650.83,9492.17,1,Unknown,11,3.0,3,Full Time,0,6.0,3,3.0,6,1,3,43810.0,Y
35,No,Unknown,1032.4872861766066,7,3,other,543,3,M,3,3, manufacturing director ,3,single,8339.32,21682.23,3,no,21,4.0,2,Unknown,0,17.0,3,4.0,8,1,6,100071.84,N
35,No,Unknown,264.0238095238095,16,1,medical,544,16,F,2,1, research scientist ,1,Unknown,2132.5,5544.5,1,Unknown,11,3.0,4,Part Time,0,6.0,3,2.0,6,1,1,25590.0,N
33,No,Unknown,566.2222222222222,1,4,Unknown,545,3,F,4,2, healthcare representative ,2,married,4573.33,11890.67,1,yes,13,3.0,1,Full Time,1,Unknown,2,3.0,6,1,2,54880.0,Y
29,No,Unknown,259.3809523809524,28,4,life sciences,546,3,F,3,1, research scientist ,4,divorced,2095.0,5447.0,4,no,22,4.0,1,Part Time,1,11.0,1,3.0,7,1,7,25140.0,N
29,No,travel_frequently,290.03550973654063,10,3,Unknown,547,4,F,3,1, research scientist ,2,divorced,2342.59,6090.75,0,no,14,3.0,4,Part Time,2,8.0,2,2.0,7,1,1,28111.13,Y
34,No,Unknown,556.2566609977324,9,1,life sciences,548,2,F,3,2, sales executive ,3,married,4492.84,11681.39,1,Unknown,20,4.0,1,Part Time,0,Unknown,3,2.0,6,1,3,53914.11,N
28,No,travel_rarely,329.74603174603175,19,4,medical,549,4,M,2,1, laboratory technician ,1,married,2663.33,6924.67,1,Unknown,12,3.0,3,Unknown,3,6.0,2,3.0,6,3,3,31960.0,N
44,No,Unknown,290.03550973654063,2,1,life sciences,550,1,F,4,1, research scientist ,4,married,2342.59,6090.75,1,Unknown,13,3.0,4,Part Time,1,10.0,5,3.0,10,7,7,28111.13,N
31,No,travel_rarely,556.2566609977324,11,2,Unknown,551,3,M,3,2, healthcare representative ,1,married,4492.84,11681.39,1,yes,12,3.0,4,Part Time,0,6.0,2,2.0,6,0,1,53914.11,N
26,No,Unknown,290.03550973654063,4,2,life sciences,552,3,M,3,1, research scientist ,4,Unknown,2342.59,6090.75,1,yes,20,4.0,2,Part Time,0,Unknown,2,2.0,8,2,2,28111.13,N
47,No,travel_rarely,352.8571428571429,1,3,Unknown,553,1,M,3,1, research scientist ,4,Unknown,2850.0,7410.0,7,no,12,3.0,3,Full Time,1,17.0,2,2.0,6,1,2,34200.0,Y
37,No,Unknown,290.03550973654063,5,2,Unknown,554,3,M,4,1, laboratory technician ,3,single,2342.59,6090.75,0,no,14,3.0,1,Part Time,0,7.0,2,1.0,6,1,3,28111.13,N
32,No,Unknown,421.67460317460313,1,4,Unknown,555,4,M,3,2, research scientist ,1,married,3405.83,8855.17,4,Unknown,14,3.0,2,Unknown,1,9.0,3,2.0,6,1,2,40869.96,Y
32,No,Unknown,556.2566609977324,2,3,medical,556,4,M,3,2, research scientist ,2,divorced,4492.84,11681.39,0,no,13,3.0,3,Part Time,2,10.0,4,2.0,9,1,6,53914.11,Y
33,No,non_travel,553.8412698412699,16,3,life sciences,557,3,F,3,2, sales executive ,4,Unknown,4473.33,11630.67,1,yes,25,4.0,3,Part Time,1,7.0,2,3.0,6,1,2,53680.0,N
47,Yes,Unknown,1334.6666666666667,9,3,Unknown,558,3,M,1,4, sales executive ,3,married,10780.0,28028.0,7,no,11,3.0,3,Full Time,0,25.0,3,1.0,23,14,10,129360.0,Y
41,Yes,Unknown,556.2566609977324,1,2,Unknown,559,2,F,3,2, sales executive ,4,Unknown,4492.84,11681.39,8,yes,11,3.0,1,Part Time,0,8.0,0,1.0,6,0,5,53914.11,N
35,No,travel_rarely,290.03550973654063,16,3,medical,560,1,M,4,1, laboratory technician ,2,married,2342.59,6090.75,0,Unknown,13,3.0,3,Part Time,1,6.0,5,3.0,5,0,3,28111.13,N
29,No,travel_rarely,290.03550973654063,2,3,life sciences,561,3,M,3,1, research scientist ,2,married,2342.59,6090.75,0,no,23,4.0,4,Part Time,1,Unknown,3,3.0,5,0,4,28111.13,N
32,No,travel_rarely,556.2566609977324,1,3,life sciences,562,2,M,3,2, research scientist ,2,Unknown,4492.84,11681.39,1,no,17,3.0,2,Part Time,2,10.0,3,3.0,10,0,9,53914.11,Y
35,No,travel_rarely,290.03550973654063,1,3,medical,563,2,M,2,1, research scientist ,3,single,2342.59,6090.75,1,no,18,3.0,1,Part Time,0,6.0,3,3.0,6,0,4,28111.13,N
56,No,Unknown,1032.4872861766066,13,3,Unknown,564,4,M,1,3, manufacturing director ,4,Unknown,8339.32,21682.23,4,no,11,3.0,1,Unknown,0,37.0,3,2.0,6,0,2,100071.84,Y
28,No,Unknown,435.5,4,3,medical,565,2,M,3,2, sales executive ,3,Unknown,3517.5,9145.5,1,Unknown,15,3.0,2,Part Time,0,5.0,3,4.0,5,0,4,42210.0,Y
25,Yes,travel_rarely,556.2566609977324,5,3,Unknown,566,3,M,2,2, sales executive ,3,single,4492.84,11681.39,1,yes,11,3.0,4,Unknown,0,Unknown,1,3.0,6,0,3,53914.08,Y
56,Yes,Unknown,512.0555555555557,14,4,life sciences,567,2,F,3,1, research scientist ,2,Unknown,4135.83,10753.17,9,Unknown,18,3.0,1,Full Time,3,7.0,2,3.0,5,4,3,49630.0,Y
26,No,Unknown,290.03550973654063,6,3,Unknown,568,3,F,2,1, research scientist ,2,married,2342.59,6090.75,1,Unknown,19,3.0,3,Part Time,0,5.0,3,2.0,5,4,3,28111.13,N
32,Yes,Unknown,433.3333333333333,9,3,medical,569,1,F,3,1, laboratory technician ,1,Unknown,3500.0,9100.0,7,no,22,4.0,1,Unknown,0,Unknown,2,4.0,5,0,4,42000.0,N
30,No,travel_rarely,290.03550973654063,18,3,life sciences,570,1,F,3,1, research scientist ,3,single,2342.59,6090.75,1,no,14,3.0,3,Part Time,0,Unknown,4,2.0,5,0,4,28111.13,Y
50,No,travel_rarely,1973.9841269841268,11,3,Unknown,571,3,F,3,5, manager ,2,Unknown,15943.72,41453.67,3,Unknown,15,3.0,2,Unknown,0,Unknown,5,3.0,5,4,4,191324.64,N
32,No,Unknown,290.03550973654063,6,5,life sciences,572,3,M,3,1, research scientist ,3,Unknown,2342.59,6090.75,3,no,20,4.0,1,Part Time,0,8.0,2,Unknown,5,1,4,28111.13,N
45,No,travel_rarely,516.4920634920635,4,2,Unknown,573,3,F,3,2, sales executive ,1,Unknown,4171.67,10846.33,4,Unknown,11,3.0,1,Unknown,1,9.0,3,4.0,5,0,3,50060.04,N
43,No,Unknown,290.03550973654063,7,3,Unknown,574,4,M,4,1, research scientist ,4,divorced,2342.59,6090.75,4,no,14,3.0,4,Part Time,3,7.0,3,4.0,5,2,2,28111.13,Y
29,Yes,Unknown,788.1507936507937,27,3,marketing,575,2,F,3,3, sales executive ,4,married,6365.83,16551.17,1,Unknown,22,4.0,4,Part Time,3,10.0,3,2.0,10,1,9,76390.0,Y
31,No,non_travel,556.2566609977324,1,4,medical,576,3,M,1,2, manufacturing director ,3,Unknown,4492.84,11681.39,0,Unknown,12,3.0,4,Part Time,1,6.0,2,3.0,5,1,4,53914.11,Y
33,Yes,Unknown,290.03550973654063,14,3,Unknown,577,3,M,3,1, laboratory technician ,4,married,2342.59,6090.75,5,yes,13,3.0,3,Unknown,1,8.0,2,1.0,5,0,4,28111.08,N
31,Yes,Unknown,290.03550973654063,29,2,Unknown,578,3,M,2,1, laboratory technician ,2,Unknown,2342.59,6090.75,0,no,11,3.0,2,Part Time,0,Unknown,2,4.0,5,1,4,28111.13,Y
37,No,Unknown,670.8412698412699,6,4,Unknown,579,3,M,3,2, sales executive ,4,Unknown,5418.33,14087.67,4,no,14,3.0,2,Unknown,1,Unknown,5,4.0,5,0,1,65019.96,Y
50,No,Unknown,1973.9841269841268,4,1,Unknown,580,1,M,3,5, research director ,2,divorced,15943.72,41453.67,3,no,14,3.0,1,Unknown,2,28.0,4,2.0,10,1,6,191324.64,N
42,No,travel_frequently,1395.436507936508,26,3,Unknown,581,3,F,3,4, sales executive ,2,married,11270.83,29304.17,5,Unknown,14,3.0,4,Full Time,1,Unknown,2,Unknown,20,4,8,135250.0,Y
27,No,Unknown,556.2566609977324,2,3,Unknown,582,4,M,3,2, sales executive ,3,Unknown,4492.84,11681.39,1,yes,11,3.0,1,Unknown,0,5.0,3,3.0,5,0,4,53914.08,Y
27,No,non_travel,655.0555555555557,1,1,marketing,583,3,M,3,2, sales executive ,2,Unknown,5290.83,13756.17,0,yes,13,3.0,4,Unknown,1,Unknown,0,Unknown,5,1,4,63489.96,Y
41,No,travel_rarely,556.2566609977324,6,3,Unknown,584,4,M,2,2, manufacturing director ,2,single,4492.84,11681.39,6,yes,15,3.0,4,Part Time,0,Unknown,3,3.0,5,1,2,53914.11,Y
37,No,travel_rarely,290.03550973654063,10,3,medical,585,3,F,3,1, laboratory technician ,1,Unknown,2342.59,6090.75,6,no,20,4.0,2,Part Time,1,Unknown,3,3.0,5,0,3,28111.13,Y
40,Yes,Unknown,658.2539682539682,22,2,Unknown,586,22,M,2,2, sales executive ,3,Unknown,5316.67,13823.33,2,yes,12,3.0,1,Full Time,2,8.0,6,3.0,6,1,0,63800.0,Y
55,No,Unknown,1582.7713464696226,2,3,Unknown,587,3,F,3,4, manager ,4,single,12783.92,33238.2,2,yes,13,3.0,3,Full Time,0,Unknown,2,3.0,5,1,2,153407.07,N
26,Yes,travel_frequently,320.0476190476191,3,1,Unknown,588,3,M,3,1, research scientist ,1,Unknown,2585.0,6721.0,0,Unknown,22,4.0,3,Full Time,0,Unknown,2,3.0,6,0,4,31020.0,Y
40,No,travel_rarely,556.2566609977324,2,2,marketing,589,4,F,3,2, sales executive ,2,divorced,4492.84,11681.39,7,Unknown,12,3.0,3,Part Time,2,Unknown,5,3.0,5,1,3,53914.11,Y
25,No,Unknown,556.2566609977324,4,2,Unknown,590,2,F,2,2, sales executive ,4,single,4492.84,11681.39,1,yes,11,3.0,2,Part Time,0,5.0,3,3.0,5,1,3,53914.11,N
30,No,Unknown,556.2566609977324,12,3,Unknown,591,2,F,3,2, sales executive ,3,single,4492.84,11681.39,0,no,11,3.0,2,Part Time,0,Unknown,6,3.0,5,4,4,53914.11,Y
52,No,travel_rarely,1032.4872861766066,32,3,Unknown,592,4,M,2,3, manufacturing director ,3,married,8339.32,21682.23,2,Unknown,14,3.0,3,Part Time,0,Unknown,4,3.0,5,0,4,100071.84,N
